Core checksum filename	Core checksum
O9-13_S8_L002_R1_001.fastq.gz	f27eaf9db06b6924315bfe1d6422fca4
O9-13_S8_L003_R1_001.fastq.gz	151d625c9c08f96a828a13e9fd06ad22
O9-13_S8_L004_R1_001.fastq.gz	8413d5dbdf56c03875592cc87eb4685c
O9-14_S3_L001_R1_001.fastq.gz	85bf8efdabc3e3e39bcb340e908eacd4
O9-14_S3_L002_R1_001.fastq.gz	bdef3edb3db6f7907345146d83932f2f
O9-14_S3_L003_R1_001.fastq.gz	d501434c260cf23e60006e080ad7bed1
O9-14_S3_L004_R1_001.fastq.gz	46aa69ad31c8fc503dffedf0d574ea14
O9-15_S13_L005_R1_001.fastq.gz	4aadf5979459fa38d23d61ef81a205e3
O9-15_S13_L006_R1_001.fastq.gz	d99ca14e59587f8fea79aefa3a75af28
O9-15_S13_L007_R1_001.fastq.gz	2643293e4770886fdab02b0c2dfca0ec
O9-15_S13_L008_R1_001.fastq.gz	56818d43d491b76d9fee25e729947d8a
O9-16_S4_L001_R1_001.fastq.gz	3b84641ef39260b62567dcef016b7fc5
O9-16_S4_L002_R1_001.fastq.gz	5094d989ad79981cde2cb46ff28885f3
O9-16_S4_L003_R1_001.fastq.gz	7c2b6694046a0e3f5ad6820468816093
O9-16_S4_L004_R1_001.fastq.gz	32df56b4573cf3d0d5ccb13cd13404bb
